2261	negative	It 's hard to imagine that even very small children will be impressed by this tired retread .
2418	negative	Well , this movie proves you wrong on both counts .
3775	negative	I suspect that you 'll be as bored watching Morvern Callar as the characters are in it .
6188	negative	-LRB- Lee -RRB- treats his audience the same way that Jim Brown treats his women -- as dumb , credulous , unassuming , subordinate subjects .
2414	positive	An engrossing story that combines psychological drama , sociological reflection , and high-octane thriller .
7016	positive	Judging by those standards , ` Scratch ' is a pretty decent little documentary .
2704	positive	The re-release of Ron Howard 's Apollo 13 in the IMAX format proves absolutely that really , really , really good things can come in enormous packages .
2723	negative	We do n't get paid enough to sit through crap like this .
3222	positive	It 's a very tasteful rock and roll movie .
2067	positive	Cool gadgets and creatures keep this fresh .
2311	neutral	When Seagal appeared in an orange prison jumpsuit , I wanted to stand up in the theater and shout , ` Hey , Kool-Aid ! '
553	positive	The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .
3027	positive	It must be the end of the world : the best film so far this year is a franchise sequel starring Wesley Snipes .
2165	negative	For all the time we spend with these people , we never really get inside of them .
8043	positive	This is a fascinating film because there is no clear-cut hero and no all-out villain .
5192	neutral	Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .
2653	negative	Despite its visual virtuosity , ` Naqoyqatsi ' is banal in its message and the choice of material to convey it .
450	neutral	What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?
3567	positive	Satisfyingly scarifying , fresh and old-fashioned at the same time .
4302	neutral	Directors Harry Gantz and Joe Gantz have chosen a fascinating subject matter , but the couples exposing themselves are n't all that interesting .
8455	negative	And as with most late-night bull sessions , eventually the content is n't nearly as captivating as the rowdy participants think it is .
3150	negative	Did we really need a remake of `` Charade ? ''
8032	negative	There 's not one decent performance from the cast and not one clever line of dialogue .
4531	negative	Lacks the inspiration of the original and has a bloated plot that stretches the running time about 10 minutes past a child 's interest and an adult 's patience .
345	positive	The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities ... certainly raises the film above anything Sandler 's been attached to before .
1880	negative	Brosnan 's finest non-Bondish performance yet fails to overcome the film 's manipulative sentimentality and annoying stereotypes .
8118	neutral	Its strengths and weaknesses play off each other virtually to a stand-off , with the unfortunate trump card being the dreary mid-section of the film .
8	positive	The Importance of Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations
7118	negative	A less-than-thrilling thriller .
424	positive	Any enjoyment will be hinge from a personal threshold of watching sad but endearing characters do extremely unconventional things .
2703	positive	Half Past Dead is just such an achievement .
2576	negative	I suspect that there are more interesting ways of dealing with the subject .
159	negative	As a feature-length film , it wears out its welcome as tryingly as the title character .
4613	negative	Contains the humor , characterization , poignancy , and intelligence of a bad sitcom .
2218	negative	This loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience .
7105	positive	Wonder of wonders -- a teen movie with a humanistic message .
5836	neutral	To some eyes
4485	positive	It does give a taste of the Burning Man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .
3613	neutral	Some elements of it really blow the big one , but other parts are decent .
4804	negative	It 's horribly depressing and not very well done .
7964	negative	It 's as if Allen , at 66 , has stopped challenging himself .
7393	positive	Never once predictable .
2131	positive	Spielberg 's first real masterpiece , it deserved all the hearts it won -- and wins still , 20 years later .
5549	positive	Director Todd Solondz has made a movie about critical reaction to his two previous movies , and about his responsibility to the characters that he creates .
6406	positive	Often shocking but ultimately worthwhile exploration of motherhood and desperate mothers .
300	negative	Sadly , though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .
5086	positive	... certainly an entertaining ride , despite many talky , slow scenes .
3957	positive	Exactly what its title implies : lusty , boisterous and utterly charming .
4463	neutral	With miscast leads , banal dialogue and an absurdly overblown climax , Killing Me Softly belongs firmly in the so-bad-it 's - good camp .
8085	negative	What goes on for the 110 minutes of `` Panic Room '' is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .
6656	neutral	The video work is so grainy and rough , so dependent on being ` naturalistic ' rather than carefully lit and set up , that it 's exhausting to watch .
6180	neutral	... generically , forgettably pleasant from start to finish .
2187	neutral	Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .
5962	positive	An animation landmark as monumental as Disney 's 1937 breakthrough Snow White and the Seven Dwarfs .
7988	positive	`` Frailty '' starts out like a typical Bible killer story , but it turns out to be significantly different -LRB- and better -RRB- than most films with this theme .
7159	positive	It thankfully goes easy on the reel\/real world dichotomy that -LRB- Jaglom -RRB- pursued with such enervating determination in Venice\/Venice .
1014	neutral	Solondz creates some effective moments of discomfort for character and viewer alike .
7029	negative	What a stiflingly unfunny and unoriginal mess this is !
2624	positive	Director Carl Franklin , so crisp and economical in One False Move , bogs down in genre cliches here .
6274	neutral	The film makes strong arguments regarding the social status of America 's indigenous people , but really only exists to try to eke out an emotional tug of the heart , one which it fails to get .
7795	neutral	Sandra Bullock 's best dramatic performance to date -LRB- is -RRB- almost enough to lift -LRB- this -RRB- thrill-kill cat-and-mouser ... above its paint-by-numbers plot .
165	positive	Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .
6136	negative	Sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler .
5377	positive	A movie just for Friday fans , critics be damned .
8234	negative	A frustrating ` tweener ' -- too slick , contrived and exploitative for the art houses and too cynical , small and decadent for the malls .
2307	positive	But it could be , by its art and heart , a necessary one .
667	negative	Statham employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British .
8248	neutral	A typically observant , carefully nuanced and intimate French coming-of-age film that is an encouraging debut feature but has a needlessly downbeat ending that is too heavy for all that has preceded it .
4597	positive	Hashiguchi vividly captures the way young Japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse .
3320	positive	A high-spirited buddy movie about the reunion of Berlin anarchists who face arrest 15 years after their crime .
23	negative	It 's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .
2937	positive	Begins like a docu-drama but builds its multi-character story with a flourish .
2676	positive	It asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up .
4331	negative	All the Queen 's Men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .
1609	neutral	Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death , but Boyd 's film offers little else of consequence .
5160	negative	There 's no disguising this as one of the worst films of the summer .
3114	negative	Seagal ran out of movies years ago , and this is just the proof .
5317	negative	With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?
4917	neutral	The film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .
6636	positive	Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart ...
598	neutral	I ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .
4728	positive	Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .
2516	negative	The director mostly plays it straight , turning Leys ' fable into a listless climb down the social ladder .
2337	positive	A three-hour cinema master class .
4717	negative	Manipulative claptrap , a period-piece movie-of-the-week , plain old blarney ... take your pick .
7329	positive	And there 's the inimitable Diaz , holding it all together .
3148	neutral	If you 're not totally weirded - out by the notion of cinema as community-therapy spectacle , Quitting hits home with disorienting force .
1090	negative	Watching a Brian DePalma movie is like watching an Alfred Hitchcock movie after drinking twelve beers .
640	neutral	It wraps up a classic mother\/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty .
4513	positive	Deflated ending aside , there 's much to recommend the film .
4926	positive	The movie , despite its rough edges and a tendency to sag in certain places , is wry and engrossing .
782	negative	A cartoon ?
6958	negative	What ensues are much blood-splattering , mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between Americans and Brits .
6123	negative	What an embarrassment .
5470	negative	Some writer dude , I think his name was , uh , Michael Zaidan , was supposed to have like written the screenplay or something , but , dude , the only thing that I ever saw that was written down were the zeroes on my paycheck .
6196	positive	I firmly believe that a good video game movie is going to show up soon .
4582	neutral	Gone are the flamboyant mannerisms that are the trademark of several of his performances .
3745	negative	This one aims for the toilet and scores a direct hit .
5	negative	Aggressive self-glorification and a manipulative whitewash .
710	negative	Even a hardened voyeur would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture .
2051	neutral	Basically , it 's pretty but dumb .
2554	positive	One of those movies that catches you up in something bigger than yourself , namely , an archetypal desire to enjoy good trash every now and then .
6764	negative	Fincher takes no apparent joy in making movies , and he gives none to the audience .
2092	positive	is one of this year 's very best pictures .
6830	negative	While the performances are often engaging , this loose collection of largely improvised numbers would probably have worked better as a one-hour TV documentary .
5302	positive	A tour de force of modern cinema .
2433	negative	A peculiar misfire that even Tunney ca n't save .
6900	positive	In all fairness , I must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks .
3397	neutral	I 'm happy to have seen it -- not as an alternate version , but as the ultimate exercise in viewing deleted scenes .
3608	negative	Scherfig , who has had a successful career in TV , tackles more than she can handle .
4336	positive	As part of Mr. Dong 's continuing exploration of homosexuality in America , Family Fundamentals is an earnest study in despair .
4461	negative	This 90-minute dud could pass for Mike Tyson 's E !
5163	neutral	There ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .
3057	negative	Big Fat Liar is little more than Home Alone raised to a new , self-deprecating level .
5598	positive	The Chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .
3176	positive	Hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .
4250	neutral	Like these Russo guys lookin ' for their Mamet instead found their Sturges .
672	positive	The Hours , a delicately crafted film , is an impressive achievement in spite of a river of sadness that pours into every frame .
5850	positive	Yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .
3721	positive	He nonetheless appreciates the art and reveals a music scene that transcends culture and race .
7956	negative	Deuces Wild treads heavily into Romeo and Juliet\/West Side Story territory , where it plainly has no business going .
4457	neutral	... Myers has turned his franchise into the movie version of an adolescent dirty-joke book done up in post-Tarantino pop-culture riffs ...
48	negative	I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .
3583	negative	They cheapen the overall effect .
1132	positive	Light , silly , photographed with colour and depth , and rather a good time .
2253	neutral	-LRB- A -RRB- rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity .
4999	positive	Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .
2686	positive	What makes Barbershop so likable , with all its flaws , is that it has none of the pushiness and decibel volume of most contemporary comedies .
2281	negative	For the rest of us , sitting through Dahmer 's two hours amounts to little more than punishment .
8218	positive	It 's excessively quirky and a little underconfident in its delivery , but otherwise this is the best ` old neighborhood ' project since Christopher Walken kinda romanced Cyndi Lauper in The Opportunists .
790	neutral	It shares the first two films ' loose-jointed structure , but laugh-out-loud bits are few and far between .
7969	negative	The movie is a desperate miscalculation .
3934	negative	Clare Peploe 's airless movie adaptation could use a little American Pie-like irreverence .
4082	positive	The film is visually dazzling , the depicted events dramatic , funny and poignant .
3401	negative	Weirdly , Broomfield has compelling new material but he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car .
188	positive	Uneven but a lot of fun .
284	negative	... silly humbuggery ...
5663	neutral	The Balkans provide the obstacle course for the love of a good woman .
6361	negative	Here the love scenes all end in someone screaming .
780	positive	feeling to it , but like the 1920 's , the trip there is a great deal of fun .
5634	positive	It puts Washington , as honest working man John Q. Archibald , on a pedestal , then keeps lifting the pedestal higher .
1647	positive	There 's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a Hollywood career , if they want one .
8357	positive	... a good film that must have baffled the folks in the marketing department .
1615	positive	One of those movies that make us pause and think of what we have given up to acquire the fast-paced contemporary society .
564	negative	Evokes the frustration , the awkwardness and the euphoria of growing up , without relying on the usual tropes .
3437	negative	Adam Sandler 's heart may be in the right place , but he needs to pull his head out of his butt
3250	positive	It 's about individual moments of mood , and an aimlessness that 's actually sort of amazing .
5026	negative	It 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .
2966	positive	May be more genial than ingenious , but it gets the job done .
6688	negative	Moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .
7798	positive	The locations go from stark desert to gorgeous beaches .
8322	neutral	The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .
6208	positive	-LRB- A -RRB- smarter and much funnier version of the old Police Academy flicks .
6752	neutral	See it now , before the inevitable Hollywood remake flattens out all its odd , intriguing wrinkles .
4372	positive	If you like blood , guts and crazy beasts stalking men with guns though ... you will likely enjoy this monster .
6354	positive	Sexy and romantic .
952	negative	Being unique does n't necessarily equate to being good , no matter how admirably the filmmakers have gone for broke .
1200	negative	A timid , soggy near miss .
5285	negative	A muddy psychological thriller rife with miscalculations .
570	neutral	Nair and writer Laura Cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that 's short on plot but rich in the tiny revelations of real life .
3788	positive	Time Out is existential drama without any of the pretension associated with the term .
4514	negative	To call this film a lump of coal would only be to flatter it .
7756	neutral	It depends on how well flatulence gags fit into your holiday concept .
